Data,Cidade, Condicao_do_Tempo_Prevista,Temperatura_Tendencia,Temperatura_Minima(ºC),Temperatura_Maxima(ºC),Vento_Velocidade_Minima(Km/h),Vento_Velocidade_Maxima(Km/h),Vento_Direcao,Vento_Intensidade
30/09/2019,Sao Gabriel da Cachoeira - AM,Nublado a parcialmente nublado com chuva em areas isoladas,Declinio,23,32,60,95,SW - N,Fracos
01/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,21,35,35,90,SE - E,Fracos/Moderados
02/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,35,40,90,SE - E,Fracos/Moderados
03/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,35,40,90,SE - E,Fracos/Moderados
04/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,35,40,90,SE - E,Fracos/Moderados
05/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,21,35,40,90,SE - E,Fracos/Moderados
06/09/2019,Sao Geraldo do Araguaia - PA,Claro a nublado,Estavel,21,36,35,90,SE - E,Fracos/Moderados
07/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,21,36,35,90,SE - E,Fracos/Moderados
08/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,21,36,35,90,SE - E,Fracos/Moderados
09/09/2019,Sao Geraldo do Araguaia - PA,Claro a nublado,Estavel,21,35,35,90,E - NE,Fracos/Moderados
10/09/2019,Sao Geraldo do Araguaia - PA,Claro a nublado,Estavel,22,34,35,90,E - NE,Fracos/Moderados
11/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,35,35,90,SE - NE,Fracos/Moderados
12/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,21,35,35,90,SE - E,Fracos/Moderados
13/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,35,35,90,SE - E,Fracos/Moderados
14/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,36,35,90,SE - E,Fracos/Moderados
15/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,35,35,90,SE - E,Fracos/Moderados
16/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Elevacao,21,37,30,85,SE - E,Fracos/Moderados
17/09/2019,Sao Geraldo do Araguaia - PA,Claro a nublado,Estavel,21,35,30,90,E - NE,Fracos/Moderados
18/09/2019,Sao Geraldo do Araguaia - PA,Poucas nuvens a nublado,Estavel,21,36,40,90,SE - NE,Fracos/Moderados
19/09/2019,Sao Geraldo do Araguaia - PA,Claro a nublado,Estavel,22,36,35,90,E - NE,Fracos/Moderados
20/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,23,36,35,90,SE - E,Fracos/Moderados
21/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,23,36,35,90,SE - E,Fracos/Moderados
22/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,23,35,35,90,SE - NE,Fracos/Moderados
23/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,35,35,90,SE - E,Fracos/Moderados
24/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,21,35,45,95,NE - NW,Fracos
25/09/2019,Sao Geraldo do Araguaia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,21,35,50,95,NE - NW,Fracos
26/09/2019,Sao Geraldo do Araguaia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,21,35,50,95,N - NE,Fracos
27/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,21,36,50,95,NE,Fracos
28/09/2019,Sao Geraldo do Araguaia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,22,36,45,95,NE,Fracos
29/09/2019,Sao Geraldo do Araguaia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,21,36,45,95,NE,Fracos
30/09/2019,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,21,37,40,95,NE - E,Fracos
01/09/2019,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,23,32,60,95,NE - SE,Fracos
02/09/2019,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com pancadas de chuva,Estavel,23,31,65,95,NW - SE,Calmos/Fracos
03/09/2019,Sao Joao da Baliza - RR,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,32,60,90,NE,Fracos
05/09/2019,Sao Joao da Baliza - RR,Parcialmente nublado a claro com possibilidade de chuva em areas isoladas,Estavel,24,34,45,90,E - NE,Calmos/Fracos
06/09/2019,Sao Joao da Baliza - RR,Nublado a parcialmente nublado com chuva,Estavel,23,30,55,95,NE - E,Fracos
07/09/2019,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,24,33,40,90,NE - N,Calmos/Fracos
08/09/2019,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com pancadas de chuva,Estavel,24,30,65,95,NE - N,Fracos/Moderados
10/09/2019,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com pancadas de chuva,Estavel,23,32,55,95,NE - N,Fracos/Moderados
11/09/2019,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com pancadas de chuva,Estavel,23,32,60,95,SE,Fracos
12/09/2019,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com possibilidade de chuva,Estavel,23,33,55,95,NW - E,Fracos
13/09/2019,Sao Joao da Baliza - RR,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,34,50,90,NE - SE,Fracos
14/09/2019,Sao Joao da Baliza - RR,Claro a parcialmente nublado,Estavel,23,34,50,90,NE - NW,Fracos
15/09/2019,Sao Joao da Baliza - RR,Claro a parcialmente nublado com chuva em areas isoladas,Estavel,23,34,50,90,N - NW,Fracos
17/09/2019,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com chuva,Estavel,24,33,55,95,NE - SE,Fracos
18/09/2019,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com chuva,Estavel,23,33,55,95,N - SE,Fracos
19/09/2019,Sao Joao da Baliza - RR,Nublado a poucas nuvens com possibilidade de chuva em areas isoladas,Estavel,23,35,65,95,NE - NE,Fracos
20/09/2019,Sao Joao da Baliza - RR,Claro a poucas nuvens,Estavel,23,36,65,95,NE - NE,Fracos/Moderados
21/09/2019,Sao Joao da Baliza - RR,Claro a poucas nuvens,Estavel,23,36,65,95,NE - NE,Fracos/Moderados
22/09/2019,Sao Joao da Baliza - RR,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,36,65,95,NE - SE,Fracos
23/09/2019,Sao Joao da Baliza - RR,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas,Declinio,23,34,65,95,NE - SE,Fracos
24/09/2019,Sao Joao da Baliza - RR,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,33,65,95,NE - SE,Fracos
25/09/2019,Sao Joao da Baliza - RR,Nublado com chuva,Declinio,23,29,75,95,N - SE,Fracos
26/09/2019,Sao Joao da Baliza - RR,Parcialmente nublado com chuva em areas isoladas,Declinio,23,31,65,95,NE - E,Fracos
27/09/2019,Sao Joao da Baliza - RR,Nublado a parcialmente nublado com chuva,Declinio,23,30,65,95,NE - W,Fracos
28/09/2019,Sao Joao da Baliza - RR,Nublado a poucas nuvens com pancadas de chuva isoladas,Elevacao,23,33,65,95,NE,Fracos/Moderados
29/09/2019,Sao Joao da Baliza - RR,Nublado a parcialmente nublado com chuva,Declinio,24,31,65,95,S - SW,Fracos/Moderados
01/09/2019,Sao Joao da Ponta - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,24,31,60,95,SE - NE,Fracos/Moderados
02/09/2019,Sao Joao da Ponta - PA,Claro a nublado,Estavel,25,32,55,95,SE - NE,Fracos/Moderados
03/09/2019,Sao Joao da Ponta - PA,Claro a parcialmente nublado,Estavel,24,32,55,95,SE - NE,Fracos/Moderados
04/09/2019,Sao Joao da Ponta - PA,Claro a nublado,Estavel,24,32,55,95,SE - E,Fracos/Moderados
05/09/2019,Sao Joao da Ponta - PA,Claro a nublado,Estavel,26,33,55,95,SE - E,Fracos/Moderados
06/09/2019,Sao Joao da Ponta - PA,Claro a nublado,Estavel,25,33,60,95,E - NE,Fracos/Moderados
07/09/2019,Sao Joao da Ponta - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Declinio,25,31,60,95,E - NE,Fracos/Moderados
08/09/2019,Sao Joao da Ponta - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,25,32,55,95,E - NE,Fracos/Moderados
09/09/2019,Sao Joao da Ponta - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,25,32,60,95,E - NE,Fracos/Moderados
10/09/2019,Sao Joao da Ponta - PA,Claro a parcialmente nublado,Estavel,24,32,60,95,E - NE,Fracos/Moderados
11/09/2019,Sao Joao da Ponta - PA,Claro a nublado,Estavel,24,32,60,95,E - NE,Fracos/Moderados
12/09/2019,Sao Joao da Ponta - PA,Claro a parcialmente nublado,Estavel,24,31,60,95,E - NE,Fracos/Moderados
13/09/2019,Sao Joao da Ponta - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,24,32,60,95,E - NE,Fracos/Moderados
14/09/2019,Sao Joao da Ponta - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,25,31,60,95,E - NE,Fracos/Moderados
15/09/2019,Sao Joao da Ponta - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,24,32,60,95,E - NE,Fracos/Moderados
16/09/2019,Sao Joao da Ponta - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,24,33,55,95,E - NE,Fracos/Moderados
17/09/2019,Sao Joao da Ponta - PA,Poucas nuvens a parcialmente nublado,Estavel,24,32,60,95,E - NE,Fracos/Moderados
18/09/2019,Sao Joao da Ponta - PA,Claro a parcialmente nublado,Estavel,24,33,55,95,SE - NE,Fracos/Moderados
19/09/2019,Sao Joao da Ponta - PA,Claro a parcialmente nublado,Estavel,23,33,60,95,SE - NE,Fracos/Moderados
20/09/2019,Sao Joao da Ponta - PA,Claro a parcialmente nublado,Estavel,24,32,60,95,E - NE,Fracos/Moderados
21/09/2019,Sao Joao da Ponta - PA,Claro a parcialmente nublado,Estavel,25,31,65,95,E - NE,Fracos/Moderados
22/09/2019,Sao Joao da Ponta - PA,Claro a parcialmente nublado,Estavel,25,32,60,95,SE - NE,Fracos/Moderados
23/09/2019,Sao Joao da Ponta - PA,Claro a parcialmente nublado,Estavel,24,32,55,95,E - NE,Fracos/Moderados
24/09/2019,Sao Joao da Ponta - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,25,31,55,100,NE,Moderados
25/09/2019,Sao Joao da Ponta - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,26,31,60,100,NE,Moderados
26/09/2019,Sao Joao da Ponta - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,26,31,60,100,NE,Fracos/Moderados
27/09/2019,Sao Joao da Ponta - PA,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,26,32,60,100,NE,Fracos/Moderados
28/09/2019,Sao Joao da Ponta - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,26,33,55,100,NE,Moderados
29/09/2019,Sao Joao da Ponta - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,25,33,55,100,NE,Moderados
30/09/2019,Sao Joao da Ponta - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,25,32,55,100,NE,Moderados
01/09/2019,Sao Joao de Pirabas - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,24,31,60,95,SE - NE,Fracos/Moderados
02/09/2019,Sao Joao de Pirabas - PA,Claro a nublado,Estavel,25,32,55,95,SE - NE,Fracos/Moderados
03/09/2019,Sao Joao de Pirabas - PA,Claro a parcialmente nublado,Estavel,24,32,55,95,SE - NE,Fracos/Moderados
04/09/2019,Sao Joao de Pirabas - PA,Claro a nublado,Estavel,24,32,55,95,SE - E,Fracos/Moderados
05/09/2019,Sao Joao de Pirabas - PA,Claro a nublado,Estavel,26,33,55,95,SE - E,Fracos/Moderados
06/09/2019,Sao Joao de Pirabas - PA,Claro a nublado,Estavel,25,33,60,95,E - NE,Fracos/Moderados
07/09/2019,Sao Joao de Pirabas - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Declinio,25,31,60,95,E - NE,Fracos/Moderados
08/09/2019,Sao Joao de Pirabas - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,25,32,55,95,E - NE,Fracos/Moderados
09/09/2019,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,25,32,60,95,E - NE,Fracos/Moderados
10/09/2019,Sao Joao de Pirabas - PA,Claro a parcialmente nublado,Estavel,26,33,60,90,SE - NE,Fracos/Moderados
11/09/2019,Sao Joao de Pirabas - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,25,32,60,90,E - NE,Fracos/Moderados
12/09/2019,Sao Joao de Pirabas - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,25,31,65,90,E - NE,Fracos/Moderados
13/09/2019,Sao Joao de Pirabas - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,25,31,65,90,E - NE,Fracos/Moderados
14/09/2019,Sao Joao de Pirabas - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,26,32,60,90,SE - NE,Fracos/Moderados
15/09/2019,Sao Joao de Pirabas - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,26,31,60,90,E - NE,Fracos/Moderados
16/09/2019,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,26,32,60,90,SE - NE,Fracos/Moderados
17/09/2019,Sao Joao de Pirabas - PA,Poucas nuvens a parcialmente nublado,Estavel,26,31,65,90,SE - E,Fracos/Moderados
18/09/2019,Sao Joao de Pirabas - PA,Claro a parcialmente nublado,Estavel,25,32,60,95,SE - E,Fracos/Moderados
19/09/2019,Sao Joao de Pirabas - PA,Claro a parcialmente nublado,Estavel,25,33,55,95,SE - E,Fracos/Moderados
20/09/2019,Sao Joao de Pirabas - PA,Claro a parcialmente nublado,Estavel,25,32,60,95,SE - E,Fracos/Moderados
21/09/2019,Sao Joao de Pirabas - PA,Claro a parcialmente nublado,Estavel,24,31,65,95,SE - NE,Fracos/Moderados
22/09/2019,Sao Joao de Pirabas - PA,Claro a parcialmente nublado,Estavel,24,32,60,95,SE - E,Fracos/Moderados
23/09/2019,Sao Joao de Pirabas - PA,Claro a parcialmente nublado,Estavel,24,32,55,95,SE - E,Fracos/Moderados
24/09/2019,Sao Joao de Pirabas - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,25,31,55,100,NE,Moderados
25/09/2019,Sao Joao de Pirabas - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,26,31,60,100,NE,Moderados
26/09/2019,Sao Joao de Pirabas - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,26,31,60,100,NE,Fracos/Moderados
27/09/2019,Sao Joao de Pirabas - PA,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,26,32,60,100,NE,Fracos/Moderados
28/09/2019,Sao Joao de Pirabas - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,26,33,55,100,NE,Moderados
29/09/2019,Sao Joao de Pirabas - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,25,33,55,100,NE,Moderados
30/09/2019,Sao Joao de Pirabas - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,25,32,55,100,NE,Moderados
01/09/2019,Sao Joao do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,35,40,95,SE - E,Fracos/Moderados
02/09/2019,Sao Joao do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,34,40,95,SE - E,Fracos/Moderados
03/09/2019,Sao Joao do Araguaia - PA,Claro a parcialmente nublado,Estavel,21,35,40,95,SE - E,Fracos/Moderados
04/09/2019,Sao Joao do Araguaia - PA,Claro a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,22,34,40,95,SE - NE,Fracos/Moderados
05/09/2019,Sao Joao do Araguaia - PA,Claro a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,22,35,40,95,SE - NE,Fracos/Moderados
06/09/2019,Sao Joao do Araguaia - PA,Claro a nublado,Estavel,22,36,40,95,SE - E,Fracos/Moderados
07/09/2019,Sao Joao do Araguaia - PA,Claro a parcialmente nublado,Estavel,23,35,35,95,SE - E,Fracos/Moderados
08/09/2019,Sao Joao do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,35,35,95,E - NE,Fracos/Moderados
09/09/2019,Sao Joao do Araguaia - PA,Claro a nublado,Estavel,23,35,35,95,E - NE,Fracos/Moderados
10/09/2019,Sao Joao do Araguaia - PA,Claro a nublado,Estavel,23,35,30,95,E - NE,Fracos/Moderados
11/09/2019,Sao Joao do Araguaia - PA,Claro a parcialmente nublado,Estavel,23,36,25,95,SE - E,Fracos/Moderados
12/09/2019,Sao Joao do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,35,30,95,SE - E,Fracos/Moderados
13/09/2019,Sao Joao do Araguaia - PA,Claro a nublado,Estavel,23,36,30,95,SE - E,Fracos/Moderados
14/09/2019,Sao Joao do Araguaia - PA,Claro a nublado,Estavel,23,35,30,95,SE - E,Fracos/Moderados
15/09/2019,Sao Joao do Araguaia - PA,Claro a nublado,Estavel,23,35,30,95,SE - E,Fracos/Moderados
16/09/2019,Sao Joao do Araguaia - PA,Claro a parcialmente nublado,Elevacao,22,37,30,90,SE - E,Fracos/Moderados
17/09/2019,Sao Joao do Araguaia - PA,Claro a nublado,Declinio,22,35,35,90,E - NE,Fracos/Moderados
18/09/2019,Sao Joao do Araguaia - PA,Poucas nuvens a nublado,Estavel,22,35,40,95,SE - NE,Fracos/Moderados
19/09/2019,Sao Joao do Araguaia - PA,Claro a nublado,Estavel,22,36,35,95,E - NE,Fracos/Moderados
20/09/2019,Sao Joao do Araguaia - PA,Claro a parcialmente nublado,Estavel,23,36,35,95,SE - NE,Fracos/Moderados
21/09/2019,Sao Joao do Araguaia - PA,Claro a parcialmente nublado,Estavel,23,36,35,95,SE - E,Fracos/Moderados
22/09/2019,Sao Joao do Araguaia - PA,Claro a parcialmente nublado,Estavel,23,35,35,95,SE - NE,Fracos/Moderados
23/09/2019,Sao Joao do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,36,30,95,SE - E,Fracos/Moderados
24/09/2019,Sao Joao do Araguaia - PA,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,34,45,95,NE - NW,Fracos
25/09/2019,Sao Joao do Araguaia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,34,50,95,NE - NW,Fracos
26/09/2019,Sao Joao do Araguaia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,34,50,95,N - NE,Fracos
27/09/2019,Sao Joao do Araguaia - PA,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,35,50,95,NE,Fracos
28/09/2019,Sao Joao do Araguaia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,36,45,95,NE,Fracos
29/09/2019,Sao Joao do Araguaia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,36,45,95,NE,Fracos
30/09/2019,Sao Joao do Araguaia - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,37,40,95,NE - E,Fracos
01/09/2019,Sao Jose de Ribamar - MA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,24,31,55,95,SE - E,Fracos/Moderados
02/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,24,33,55,95,SE - E,Fracos/Moderados
03/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,23,33,50,95,SE - E,Fracos/Moderados
04/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,24,33,50,95,SE - E,Fracos/Moderados
05/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,24,31,60,95,SE - E,Fracos/Moderados
06/09/2019,Sao Jose de Ribamar - MA,Claro a nublado,Estavel,24,32,55,90,SE - E,Fracos/Moderados
07/09/2019,Sao Jose de Ribamar - MA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,23,31,60,95,SE - E,Fracos/Moderados
08/09/2019,Sao Jose de Ribamar - MA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,24,31,60,95,SE - E,Fracos/Moderados
09/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,24,32,60,95,SE - E,Fracos/Moderados
10/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,24,33,50,95,E - NE,Moderados
11/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,24,33,55,100,E - NE,Moderados
12/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,23,33,55,100,E - NE,Moderados
13/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,32,60,100,NE,Moderados
14/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,32,60,100,NE,Moderados
15/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,32,60,100,NE,Moderados
17/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,25,31,60,90,SE - E,Fracos/Moderados
18/09/2019,Sao Jose de Ribamar - MA,Claro a nublado,Estavel,25,32,55,100,NE,Moderados
19/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,25,33,55,100,NE,Moderados
20/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,25,33,55,100,NE,Moderados
21/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,25,33,55,100,NE,Moderados
22/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,24,33,55,100,NE,Moderados
23/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,24,33,55,100,NE,Moderados
24/09/2019,Sao Jose de Ribamar - MA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,30,60,100,NE,Moderados
25/09/2019,Sao Jose de Ribamar - MA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,31,60,100,NE,Moderados
26/09/2019,Sao Jose de Ribamar - MA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,32,55,100,NE,Moderados
27/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,32,55,100,NE,Moderados
28/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,25,31,55,100,NE,Moderados
29/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,31,55,100,NE,Moderados
30/09/2019,Sao Jose de Ribamar - MA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,32,55,100,NE,Moderados
01/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,21,38,20,85,SE - SW,Calmos/Fracos
02/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,22,38,25,85,S - SE,Calmos/Fracos
03/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,19,39,20,85,SW - SE,Calmos/Fracos
04/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,20,38,20,85,S - SW,Calmos/Fracos
05/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,19,40,20,90,S - E,Calmos/Fracos
06/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,19,40,15,80,SW - NE,Calmos/Fracos
07/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,20,39,15,85,NW - NE,Calmos/Fracos
08/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,19,40,15,80,NE,Calmos/Fracos
09/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,18,40,15,85,NE,Calmos/Fracos
10/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,17,38,15,80,NE - N,Fracos
11/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,17,38,15,75,NE,Fracos
12/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,17,38,15,85,E - SE,Fracos
13/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,17,38,15,90,S - SE,Fracos/Moderados
14/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,20,40,15,80,SW - NW,Fracos
15/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,21,40,15,75,N - NE,Fracos/Moderados
16/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,20,39,15,80,NE - E,Fracos/Moderados
17/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,20,39,20,90,N - NE,Calmos/Fracos
18/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,20,38,25,85,NW,Fracos
19/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,19,38,20,80,NW,Fracos/Moderados
20/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,21,37,45,95,NW - NE,Fracos
21/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,21,37,30,90,S,Fracos/Moderados
22/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,20,36,30,90,S,Fracos/Moderados
23/09/2019,Sao Jose do Rio Claro - MT,Claro a parcialmente nublado,Estavel,20,38,35,95,SE,Fracos/Moderados
24/09/2019,Sao Jose do Rio Claro - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,38,35,75,NW - NE,Fracos/Moderados
